# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed Jun 15 00:02:19 PDT 2022 [seed=2020]
# -seed 2020 -beagle_double -beagle_gpu -save_every 1000000 -save_state Beast.chkpt -overwrite ./SnYFV.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	tmrca(untitled0)	age(untitled0)	constant.popSize	CP1.kappa	CP2.kappa	CP3.kappa	frequencies1	frequencies2	frequencies3	frequencies4	CP1.alpha	CP2.alpha	CP3.alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2300	-10380.668152228034	-230.22216207974128	-10150.445990148293	77.67025361543368	1931.3297463845663	289.8910898502111	56.67328503023148	1952.3267149697685	6.743271521035235	8.33946874456637	7.813934947025564	12.148758463495808	0.2425398555111912	0.2606801553279367	0.2148101199553883	0.2819698692054837	0.1257328340809831	0.25010342948958136	0.6877800890737477	0.09908623865927138	0.4812692207589851	0.41964454058174344	0.29725871597781417	1.4438076622769553	1.2589336217452303	0.0282135390237494	0.028213539023749415	-10150.445990148293	0.0	-211.8159639044741
2400	-10222.145222211106	-234.24997002377526	-9987.89525218733	77.67025361543368	1931.3297463845663	300.3208691704581	56.475122563318074	1952.524877436682	8.29226862102873	8.33946874456637	7.813934947025564	12.148758463495808	0.2425398555111912	0.2606801553279367	0.2148101199553883	0.2819698692054837	0.1257328340809831	0.19408218390246088	0.6877800890737477	0.11284418776218383	0.46751127165607265	0.41964454058174344	0.33853256328655146	1.4025338149682178	1.2589336217452303	0.0282135390237494	0.028213539023749405	-9987.89525218733	0.0	-215.4703555823199
2500	-10076.156344567093	-236.35510817400643	-9839.801236393087	77.67025361543368	1931.3297463845663	305.89354767406235	56.475122563318074	1952.524877436682	8.29226862102873	5.805172737142742	7.813934947025564	12.148758463495808	0.2425398555111912	0.2606801553279367	0.2148101199553883	0.2819698692054837	0.1257328340809831	0.19408218390246088	0.6877800890737477	0.11284418776218383	0.46751127165607265	0.41964454058174344	0.33853256328655146	1.4025338149682178	1.2589336217452303	0.028415861402233466	0.028415861402233473	-9839.801236393087	0.0	-217.94215044621922
2600	-10046.785100133178	-238.27809045226863	-9808.50700968091	74.64642426368782	1934.3535757363122	302.545681608816	56.475122563318074	1952.524877436682	9.17353411487512	5.805172737142742	7.813934947025564	12.148758463495808	0.2425398555111912	0.2606801553279367	0.2148101199553883	0.2819698692054837	0.1257328340809831	0.1808758408893211	0.6877800890737477	0.11284418776218383	0.46751127165607265	0.41964454058174344	0.33853256328655146	1.4025338149682178	1.2589336217452303	0.03017747007467216	0.030177470074672138	-9808.50700968091	0.0	-219.31595781423619
2700	-9934.08398382484	-238.737117682359	-9695.34686614248	72.32708043310737	1936.6729195668927	304.00962717161843	56.09445566288996	1952.90554433711	9.18865899688575	5.805172737142742	5.824704779593873	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1257328340809831	0.14279925059686033	0.6877800890737477	0.11647943446735456	0.405950639771196	0.47756992576144935	0.3494383034020637	1.217851919313588	1.432709777284348	0.025737058586226075	0.025737058586226068	-9695.34686614248	0.0	-221.7019390885852
2800	-9877.935175972787	-246.54444286004775	-9631.39073311274	72.13332095689145	1936.8666790431084	320.17392888136317	56.29867272175059	1952.7013272782494	9.18865899688575	5.805172737142742	5.824704779593873	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1257328340809831	0.14279925059686033	0.6877800890737477	0.11647943446735456	0.405950639771196	0.47756992576144935	0.3494383034020637	1.217851919313588	1.432709777284348	0.023524908757777612	0.023524908757777626	-9631.39073311274	0.0	-229.87235394867056
2900	-9682.998715258627	-253.33081636947236	-9429.667898889154	72.92689384001388	1936.073106159986	333.14075543963736	56.18527717141036	1952.8147228285895	9.18865899688575	5.805172737142742	6.04160666029369	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1257328340809831	0.12666402359088588	1.0584072404810643	0.11647943446735456	0.405950639771196	0.47756992576144935	0.3494383034020637	1.217851919313588	1.432709777284348	0.02357238774354738	0.0235723877435474	-9429.667898889154	0.0	-235.59290291312476
3000	-9590.407347711842	-259.1927798782485	-9331.214567833593	72.54618697398638	1936.4538130260137	343.5704836000489	56.18527717141036	1952.8147228285895	9.18865899688575	5.805172737142742	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1257328340809831	0.09216086222873797	1.0584072404810643	0.10257079690250552	0.41985927733604506	0.47756992576144935	0.30771239070751655	1.2595778320081352	1.432709777284348	0.022850760328958324	0.02285076032895832	-9331.214567833593	0.0	-241.10565363031625
3100	-9548.61562097003	-262.1743191215038	-9286.441301848525	72.54618697398638	1936.4538130260137	349.7848474933145	56.18527717141036	1952.8147228285895	14.441569476616245	8.416065634110712	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09216086222873797	1.0584072404810643	0.09590380443811469	0.31926310874007524	0.58483308682181	0.2877114133143441	0.9577893262202257	1.7544992604654301	0.022413790564304373	0.02241379056430436	-9286.441301848525	0.0	-243.0496299113899
3200	-9432.807072688664	-266.726499739367	-9166.080572949297	73.03286578109574	1935.9671342189042	371.24492121626065	56.56219820353429	1952.4378017964657	14.441569476616245	8.416065634110712	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.10410642501785286	0.3110604881603371	0.58483308682181	0.3123192750535586	0.9331814644810112	1.7544992604654301	0.015220723511232133	0.015220723511232142	-9166.080572949297	0.0	-250.00377519169703
3300	-9329.112663973656	-279.8404687119075	-9049.272195261748	73.54085622198852	1935.4591437780114	400.25639708144615	57.60544779464031	1951.3945522053598	16.450606019879988	8.416065634110712	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.10410642501785286	0.3110604881603371	0.58483308682181	0.3123192750535586	0.9331814644810112	1.7544992604654301	0.015115584919646546	0.015115584919646553	-9049.272195261748	0.0	-262.62682667778256
3400	-9234.734908820148	-284.63814365276977	-8950.096765167378	83.42797816855861	1925.5720218314414	429.74455155929854	57.477992145200936	1951.522007854799	17.637765643027258	8.416065634110712	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.12088597638047904	0.29428093679771095	0.58483308682181	0.36265792914143713	0.8828428103931328	1.7544992604654301	0.015078102771399675	0.015078102771399676	-8950.096765167378	0.0	-266.96070403931554
3500	-9217.815994825905	-285.8235417971052	-8931.9924530288	83.43049780547999	1925.56950219452	433.1125623007826	57.479728057713196	1951.5202719422869	17.637765643027258	8.416065634110712	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.1482723302913882	0.2668945828868018	0.58483308682181	0.4448169908741646	0.8006837486604054	1.7544992604654301	0.01507764740621013	0.015077647406210122	-8931.9924530288	0.0	-268.09943464004476
3600	-9053.243152015611	-289.63142986440164	-8763.61172215121	83.43049780547999	1925.56950219452	452.3071692403264	57.479728057713196	1951.5202719422869	17.637765643027258	6.943654002275585	8.008238753735721	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.1482723302913882	0.21168530399036717	0.6400423657182447	0.4448169908741646	0.6350559119711014	1.920127097154734	0.01507764740621013	0.015077647406210117	-8763.61172215121	0.0	-271.959173539786
3700	-8941.061895741985	-295.2596112473372	-8645.802284494648	83.78634265029575	1925.2136573497041	464.7824648102851	57.46008056683421	1951.5399194331658	17.637765643027258	9.228171376070993	12.025600340095487	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.1482723302913882	0.20702424698525046	0.6447034227233613	0.4448169908741646	0.6210727409557514	1.934110268170084	0.015082802949623362	0.015082802949623367	-8645.802284494648	0.0	-276.18864950110765
3800	-8846.506184896494	-298.2389523639733	-8548.26723253252	88.79626796444776	1920.2037320355523	485.5403070407928	57.46008056683421	1951.5399194331658	17.637765643027258	9.228171376070993	12.025600340095487	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.09751311206215388	1.0584072404810643	0.1342271412761119	0.20702424698525046	0.6587486117386376	0.4026814238283357	0.6210727409557514	1.976245835215913	0.013045324841061893	0.01304532484106189	-8548.26723253252	0.0	-279.93859103260445
3900	-8805.70553002507	-302.96705539010105	-8502.738474634969	100.76529150819292	1908.2347084918072	520.1628251370247	57.46008056683421	1951.5399194331658	23.394260933483014	9.228171376070993	12.025600340095487	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	1.0584072404810643	0.1342271412761119	0.16452688969271775	0.7012459690311703	0.4026814238283357	0.49358066907815323	2.103737907093511	0.013045324841061893	0.0130453248410619	-8502.738474634969	0.0	-283.94946470118424
4000	-8790.542379323992	-303.77260343770985	-8486.769775886281	102.7241442590879	1906.275855740912	529.8249374228487	57.46008056683421	1951.5399194331658	23.394260933483014	9.228171376070993	8.378078182340122	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	1.0584072404810643	0.1342271412761119	0.16452688969271775	0.7012459690311703	0.4026814238283357	0.49358066907815323	2.103737907093511	0.013045324841061893	0.013045324841061893	-8486.769775886281	0.0	-285.3017534332314
4100	-8526.500960281617	-308.9958204753251	-8217.505139806291	102.47055267540426	1906.5294473245958	548.4544945377089	57.56671300259952	1951.4332869974005	23.394260933483014	9.228171376070993	8.378078182340122	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	1.0584072404810643	0.1342271412761119	0.16452688969271775	0.7012459690311703	0.4026814238283357	0.49358066907815323	2.103737907093511	0.01144973461436853	0.011449734614368524	-8217.505139806291	0.0	-291.2395609456484
4200	-8444.037456764678	-313.5635750134708	-8130.473881751207	102.34323886049737	1906.6567611395026	560.0344472644738	57.495189646350745	1951.5048103536492	23.394260933483014	9.228171376070993	8.378078182340122	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	0.9930260103979436	0.1342271412761119	0.16452688969271775	0.7012459690311703	0.4026814238283357	0.49358066907815323	2.103737907093511	0.01146397795286023	0.011463977952860237	-8130.473881751207	0.0	-295.80733918148775
4300	-8383.946028904229	-311.7240404062628	-8072.221988497966	105.14689596797359	1903.8531040320263	569.911748272946	57.49178381085511	1951.5082161891448	23.394260933483014	9.228171376070993	8.42972350536315	12.148758463495808	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	0.9323058699696958	0.14887501341411633	0.13388188808960175	0.7172430984962819	0.44662504024234895	0.4016456642688052	2.1517292954888454	0.007155337885705598	0.007155337885705595	-8072.221988497966	0.0	-296.66538882921986
4400	-8281.46944853761	-316.0748406367683	-7965.394607900841	112.80051500845093	1896.199484991549	595.8419888552678	57.49178381085511	1951.5082161891448	23.394260933483014	9.228171376070993	8.42972350536315	11.622426314970745	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.1319691168926249	0.10345211660474392	0.9323058699696958	0.15477601120632928	0.09963318489432617	0.7455908038993445	0.46432803361898783	0.2988995546829785	2.2367724116980336	0.007155337885705598	0.007155337885705593	-7965.394607900841	0.0	-300.93899936665366
4500	-8218.53781752804	-324.59497125771196	-7893.942846270329	115.02171602467823	1893.9782839753218	629.3983639972007	58.04790652558246	1950.9520934744176	29.404563972646628	9.228171376070993	8.42972350536315	11.622426314970745	0.2425398555111912	0.2607525072506841	0.2148101199553883	0.2818975172827363	0.13739414307238426	0.10345211660474392	1.2126219862207088	0.15477601120632928	0.09963318489432617	0.7455908038993445	0.46432803361898783	0.2988995546829785	2.2367724116980336	0.006913703055030083	0.006913703055030083	-7893.942846270329	0.0	-308.6103536667029
4600	-8179.738287993333	-325.3334115897866	-7854.404876403546	105.55976852152479	1903.4402314784752	616.7361924081438	58.24357034588818	1950.7564296541118	34.012404286050696	9.228171376070993	8.42972350536315	11.622426314970745	0.2425398555111912	0.23700995650337328	0.23855267070269912	0.2818975172827363	0.1425863229398011	0.1068649563387921	1.2126219862207088	0.15477601120632928	0.09963318489432617	0.7455908038993445	0.46432803361898783	0.2988995546829785	2.2367724116980336	0.0059005704531126385	0.005900570453112639	-7854.404876403546	0.0	-309.9638809480757
4700	-8159.0128838040355	-325.22091041473584	-7833.7919733892995	105.49082517893251	1903.5091748210675	618.0823075654766	58.2055302243495	1950.7944697756504	26.799155661020194	6.99470179535246	7.527552232666694	11.622426314970745	0.2425398555111912	0.23700995650337328	0.23855267070269912	0.2818975172827363	0.1425863229398011	0.09389878942981938	1.2126219862207088	0.14275132782837432	0.06555227622653689	0.7916963959450888	0.428253983485123	0.19665682867961068	2.3750891878352665	0.005366183737754545	0.005366183737754543	-7833.7919733892995	0.0	-311.1526998210364
4800	-8113.477176335716	-329.92252161343845	-7783.5546547222775	107.1388521606257	1901.8611478393743	635.3853879308724	58.27377614668331	1950.7262238533167	26.799155661020194	6.99470179535246	6.500577692548699	11.622426314970745	0.23463488465162666	0.23700995650337328	0.23855267070269912	0.28980248814230086	0.1425863229398011	0.09389878942981938	1.2126219862207088	0.14275132782837432	0.06555227622653689	0.7916963959450888	0.428253983485123	0.19665682867961068	2.3750891878352665	0.005359899261566251	0.005359899261566251	-7783.5546547222775	0.0	-316.01525541759327
4900	-8033.1142613096	-330.92641609502834	-7702.187845214572	107.1388521606257	1901.8611478393743	638.8046890442109	58.27377614668331	1950.7262238533167	34.90832058151059	6.99470179535246	8.032111708224111	12.488398532723764	0.23463488465162666	0.23700995650337328	0.23855267070269912	0.28980248814230086	0.1425863229398011	0.09389878942981938	1.2126219862207088	0.14275132782837432	0.06555227622653689	0.7916963959450888	0.428253983485123	0.19665682867961068	2.3750891878352665	0.005359899261566251	0.005359899261566249	-7702.187845214572	0.0	-316.2484829986804
