"","lon","lat","x","y","Max","lon1","lat1","x1","y1","lon2","lat2","x2","y2","lon3","lat3","x3","y3","lon4","lat4","x4","y4"
"1",-121.985002139616,37.4079452829464,589827,4140612,0.18577,-121.985287624997,37.4077223978109,589802,4140587,-121.984722734052,37.4077175479308,589852,4140587,-121.984716652544,37.4081681673591,589852,4140637,-121.985281546871,37.4081730173178,589802,4140637
"2",-121.984437247048,37.4079404316778,589877,4140612,0.18817,-121.984722734052,37.4077175479308,589852,4140587,-121.984157843243,37.4077126953524,589902,4140587,-121.984151758353,37.4081633147021,589902,4140637,-121.984716652544,37.4081681673591,589852,4140637
"3",-121.983872354615,37.4079355777109,589927,4140612,0.18248,-121.984157843243,37.4077126953524,589902,4140587,-121.983592952569,37.4077078400756,589952,4140587,-121.983586864297,37.4081584593467,589952,4140637,-121.984151758353,37.4081633147021,589902,4140637
"4",-121.983307462318,37.4079307210456,589977,4140612,0.18026,-121.983592952569,37.4077078400756,589952,4140587,-121.983028062031,37.4077029821005,590002,4140587,-121.983021970376,37.4081536012928,590002,4140637,-121.983586864297,37.4081584593467,589952,4140637
"5",-121.982742570157,37.4079258616819,590027,4140612,0.17498,-121.983028062031,37.4077029821005,590002,4140587,-121.982463171628,37.4076981214269,590052,4140587,-121.982457076591,37.4081487405406,590052,4140637,-121.983021970376,37.4081536012928,590002,4140637
"6",-121.982177678131,37.4079209996198,590077,4140612,0.16137,-121.982463171628,37.4076981214269,590052,4140587,-121.981898281361,37.4076932580551,590102,4140587,-121.981892182942,37.4081438770899,590102,4140637,-121.982457076591,37.4081487405406,590052,4140637
"7",-121.981612786241,37.4079161348594,590127,4140612,0.14205,-121.981898281361,37.4076932580551,590102,4140587,-121.98133339123,37.4076883919848,590152,4140587,-121.981327289429,37.4081390109409,590152,4140637,-121.981892182942,37.4081438770899,590102,4140637
"8",-121.981047894486,37.4079112674006,590177,4140612,0.15651,-121.98133339123,37.4076883919848,590152,4140587,-121.980768501235,37.4076835232162,590202,4140587,-121.980762396051,37.4081341420935,590202,4140637,-121.981327289429,37.4081390109409,590152,4140637
"9",-121.980483002868,37.4079063972434,590227,4140612,0.16624,-121.980768501235,37.4076835232162,590202,4140587,-121.980203611375,37.4076786517493,590252,4140587,-121.98019750281,37.4081292705476,590252,4140637,-121.980762396051,37.4081341420935,590202,4140637
