[124<->2]		1.70 us		5897.876507 (MillionBytes/sec)
[2<->125]		1.70 us		4496.520306 (MillionBytes/sec)
[126<->2]		1.72 us		4508.042754 (MillionBytes/sec)
[2<->127]		1.69 us		4467.743307 (MillionBytes/sec)
[128<->2]		1.71 us		5874.244038 (MillionBytes/sec)
[2<->129]		1.97 us		4492.386630 (MillionBytes/sec)
[130<->2]		1.71 us		5890.766824 (MillionBytes/sec)
[2<->131]		1.70 us		4486.886871 (MillionBytes/sec)
[132<->2]		1.71 us		5910.558408 (MillionBytes/sec)
[2<->133]		1.69 us		4492.386630 (MillionBytes/sec)
[134<->2]		1.71 us		5764.905638 (MillionBytes/sec)
[2<->135]		1.69 us		4607.214028 (MillionBytes/sec)
[136<->2]		1.71 us		5910.558408 (MillionBytes/sec)
[2<->137]		1.71 us		4469.559463 (MillionBytes/sec)
[138<->2]		1.72 us		5696.213588 (MillionBytes/sec)
[2<->139]		1.71 us		4452.365369 (MillionBytes/sec)
[140<->2]		1.72 us		5761.884595 (MillionBytes/sec)
[2<->141]		1.68 us		4648.115104 (MillionBytes/sec)
[3<->4]		1.18 us		123.405441 (MillionBytes/sec)
[5<->3]		1.25 us		5212.190698 (MillionBytes/sec)
[3<->6]		1.26 us		5799.111961 (MillionBytes/sec)
[7<->3]		1.25 us		5229.544008 (MillionBytes/sec)
[3<->8]		1.25 us		5819.061274 (MillionBytes/sec)
[9<->3]		1.26 us		5285.478321 (MillionBytes/sec)
[3<->10]		1.24 us		5789.950647 (MillionBytes/sec)
[11<->3]		1.24 us		5311.650376 (MillionBytes/sec)
[3<->12]		1.24 us		5790.712984 (MillionBytes/sec)
[13<->3]		1.24 us		5388.442185 (MillionBytes/sec)
[3<->14]		1.22 us		5777.021557 (MillionBytes/sec)
[15<->3]		1.22 us		5397.038301 (MillionBytes/sec)
[3<->16]		1.22 us		5806.001995 (MillionBytes/sec)
[17<->3]		1.32 us		5559.406537 (MillionBytes/sec)
[3<->18]		1.29 us		5665.395480 (MillionBytes/sec)
[19<->3]		1.30 us		5577.738124 (MillionBytes/sec)
[3<->20]		1.34 us		5689.581515 (MillionBytes/sec)
[21<->3]		1.25 us		5683.699291 (MillionBytes/sec)
[3<->22]		1.26 us		5758.112740 (MillionBytes/sec)
[23<->3]		1.80 us		5589.079313 (MillionBytes/sec)
