# BEAST v1.10.5 Prerelease #23570d1
# Generated Thu Jun 16 17:07:33 PDT 2022 [seed=2020]
# -seed 2020 -beagle_double -beagle_gpu -save_every 1000000 -save_state Beast.chkpt -overwrite Sn_H1N1pdm_2009.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
54500	-20347.313953783	-12.247941587187555	-20335.066012195814	0.2774393244494359	2009.1255606755506	2.9583347084338905	1.051660552145295	7.479772794799205	8.768452563189475	0.33520757000006496	0.18952533964084525	0.2514043990648225	0.22386269129426728	0.1105765936054812	0.006911412544816505	0.006911412544816504	-20335.066012195814	0.0	-9.017539309834508
54600	-20346.591241625803	-15.050002576026419	-20331.541239049777	0.2384262943655576	2009.1645737056344	2.951282863966093	1.051660552145295	6.574989253190013	8.768452563189475	0.33520757000006496	0.18952533964084525	0.2514043990648225	0.22386269129426728	0.1105765936054812	0.006833754426744712	0.006833754426744713	-20331.541239049777	0.0	-11.833382689224985
54700	-20342.84008496696	-14.883400091597062	-20327.956684875364	0.2384262943655576	2009.1645737056344	2.9498360005492352	1.051660552145295	6.574989253190013	8.768452563189475	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006833754426744712	0.006833754426744713	-20327.956684875364	0.0	-11.611652990878365
54800	-20341.421931734163	-8.613645988684002	-20332.80828574548	0.23377935342949083	2009.1692206465705	2.7724850812700392	1.051660552145295	7.171033227042651	8.080676295869155	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006885842761323278	0.00688584276132328	-20332.80828574548	0.0	-5.442982419735758
54900	-20341.396629582076	-9.076973099145421	-20332.31965648293	0.23377935342949083	2009.1692206465705	2.8197678744345676	0.9610403747002805	7.171033227042651	8.080676295869155	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006244696911840376	0.006244696911840372	-20332.31965648293	0.0	-6.566150379191138
55000	-20343.716361328607	-10.979446014411774	-20332.736915314195	0.2325521324280888	2009.170447867572	2.761693726860141	1.0929042592329081	10.145412708817332	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006326341644125898	0.006326341644125898	-20332.736915314195	0.0	-4.361931960101502
55100	-20334.609734702844	-2.4826856767647256	-20332.12704902608	0.22426494498789828	2009.178735055012	2.5932206517226892	0.9783000118784665	9.989898624024294	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.0065601168291793775	0.006560116829179374	-20332.12704902608	0.0	0.2449099650499127
55200	-20330.6712632396	-2.958664398010586	-20327.71259884159	0.22908862134635474	2009.1739113786537	2.607140548251484	1.0113293776933818	9.989898624024294	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006865918753298606	0.006865918753298603	-20327.71259884159	0.0	-0.3520820946767236
55300	-20329.946217942925	-6.415938042206072	-20323.53027990072	0.23129366821992778	2009.1717063317801	2.688860233938381	0.9891717430286616	7.1935214984564615	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006828634570973606	0.0068286345709736105	-20323.53027990072	0.0	-3.881810415116628
55400	-20328.42900244958	-7.81388194772145	-20320.615120501858	0.23129366821992778	2009.1717063317801	2.719454742495946	0.9891717430286616	7.1935214984564615	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006828634570973606	0.006828634570973608	-20320.615120501858	0.0	-5.2852024013757495
55500	-20338.112037476803	-7.8378254492593875	-20330.274212027543	0.23452955631039987	2009.1684704436896	2.7411446403572266	0.9891717430286616	7.1935214984564615	11.538489593510095	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006762334058853751	0.006762334058853753	-20330.274212027543	0.0	-5.318029939311374
55600	-20337.67938352027	-8.012538870296252	-20329.666844649975	0.2530005257530751	2009.149999474247	2.767269469458172	0.9891717430286616	7.1935214984564615	10.201225495888943	0.33520757000006496	0.19174980096705121	0.24917993773861652	0.22386269129426728	0.13802255202065924	0.006749366923414437	0.006749366923414434	-20329.666844649975	0.0	-5.730601635295896
55700	-20337.771491165397	-7.889366959667063	-20329.88212420573	0.2555909737280645	2009.147409026272	2.781110547026498	0.9891717430286616	7.1935214984564615	10.201225495888943	0.33520757000006496	0.1910031699399503	0.24917993773861652	0.22460932232136818	0.13802255202065924	0.006738167950699818	0.006738167950699822	-20329.88212420573	0.0	-5.610692393307712
55800	-20338.06429049292	-6.454802027253505	-20331.609488465667	0.2555909737280645	2009.147409026272	2.7517233632438556	1.0051953516295022	8.860824902837035	10.201225495888943	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.13802255202065924	0.006738167950699818	0.00673816795069982	-20331.609488465667	0.0	-4.183874738023311
55900	-20338.10119189538	-12.86848300907613	-20325.232708886306	0.2315116161575551	2009.1714883838424	2.7939380346893765	1.024712980683458	9.64639422879417	8.91677555718431	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.13802255202065924	0.006592781836310054	0.006592781836310052	-20325.232708886306	0.0	-10.544814849682103
56000	-20343.05482238285	-10.526484410162254	-20332.528337972686	0.2025333818963713	2009.2004666181037	2.684735297994081	1.024712980683458	9.64639422879417	8.91677555718431	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.2305192916527007	0.007508215255335659	0.0075082152553356575	-20332.528337972686	0.0	-7.9311388528939055
56100	-20343.115860125286	-9.947041549694317	-20333.168818575592	0.19649108422627737	2009.2065089157738	2.6613906620290066	1.024712980683458	9.64639422879417	8.91677555718431	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.2305192916527007	0.007508215255335659	0.007508215255335657	-20333.168818575592	0.0	-7.347504595892208
56200	-20336.52034570095	-2.2715180159461195	-20334.248827685	0.20876214740949287	2009.1942378525905	2.501367930643279	1.024712980683458	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.2305192916527007	0.008292945077159147	0.008292945077159154	-20334.248827685	0.0	0.6165409453157238
56300	-20338.97935459951	-3.649399699710852	-20335.329954899797	0.20876214740949287	2009.1942378525905	2.518689465387476	1.024712980683458	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.29696697476848705	0.008292945077159147	0.008292945077159152	-20335.329954899797	0.0	-0.6317522048529858
56400	-20347.996805669925	-3.2435427147959563	-20344.753262955128	0.20538517740844198	2009.1976148225915	2.515462145919773	1.024712980683458	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.29696697476848705	0.008292945077159147	0.008292945077159152	-20344.753262955128	0.0	-0.22528089875748014
56500	-20353.863598204956	-3.8319628081571584	-20350.0316353968	0.20536114101517858	2009.1976388589849	2.4889341263282834	1.0085323179645305	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.29696697476848705	0.009233752169856826	0.00923375216985683	-20350.0316353968	0.0	-1.0326963202780255
56600	-20348.97321773494	-1.295326456146716	-20347.677891278792	0.19654739222787634	2009.2064526077722	2.393295542787316	0.9845660971467212	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.3845584689775404	0.009093028097217895	0.00909302809721789	-20347.677891278792	0.0	1.7499136585934767
56700	-20346.5720001198	-1.3527883268338594	-20345.219211792966	0.19585422407411554	2009.207145775926	2.437363799552131	0.9845660971467212	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.3845584689775404	0.00790898156953602	0.007908981569536021	-20345.219211792966	0.0	1.6110892014700942
56800	-20347.007081592154	-3.7263585624312165	-20343.280723029722	0.19671905608586035	2009.2062809439142	2.5008242815485535	0.9845660971467212	9.64639422879417	10.005607087868002	0.33520757000006496	0.1910031699399503	0.248093937260665	0.2256953227993197	0.3845584689775404	0.00787421147365548	0.007874211473655484	-20343.280723029722	0.0	-0.7771207386342216
56900	-20341.40955957684	-3.3205596164795663	-20338.08899996036	0.19630203679747193	2009.2066979632025	2.5022166660006073	0.9849660833351835	9.64639422879417	10.005607087868002	0.33520757000006496	0.19138598509613514	0.24771112210448018	0.2256953227993197	0.3845584689775404	0.007890939257630292	0.007890939257630293	-20338.08899996036	0.0	-0.3762676654607422
57000	-20338.321102527927	-1.4883508240380903	-20336.83275170389	0.19630203679747193	2009.2066979632025	2.4605965031378947	0.9849660833351835	9.64639422879417	10.005607087868002	0.33520757000006496	0.19138598509613514	0.24771112210448018	0.2256953227993197	0.3845584689775404	0.008328813530728106	0.00832881353072811	-20336.83275170389	0.0	1.4920796591254337
57100	-20338.034369857283	-2.351759014685546	-20335.6826108426	0.1924726070221651	2009.2105273929778	2.4408916892342876	0.9849660833351835	7.994865823291018	10.005607087868002	0.33520757000006496	0.19138598509613514	0.24771112210448018	0.2256953227993197	0.3845584689775404	0.008328813530728106	0.008328813530728103	-20335.6826108426	0.0	0.6160122579760606
57200	-20341.588970626948	-1.6045729154766253	-20339.984397711472	0.19252027778998435	2009.21047972221	2.4263669812111894	0.9849660833351835	7.994865823291018	10.005607087868002	0.33520757000006496	0.19138598509613514	0.24771112210448018	0.2256953227993197	0.3455657665438398	0.00783671432563294	0.007836714325632932	-20339.984397711472	0.0	1.2564314616928667
57300	-20343.63727562168	0.14243663996521727	-20343.779712261647	0.1902163847117307	2009.2127836152883	2.3539225081003123	0.9849660833351835	7.994865823291018	10.005607087868002	0.33520757000006496	0.19138598509613514	0.24771112210448018	0.2256953227993197	0.33184378303843853	0.007931632289290166	0.007931632289290166	-20343.779712261647	0.0	2.9968283412194454
57400	-20342.16265942336	0.48194990396882664	-20342.64460932733	0.21554424384920323	2009.1874557561507	2.3863187100371164	0.9971579205956653	7.630131171119719	10.005607087868002	0.33520757000006496	0.19138598509613514	0.23960463263551032	0.23380181226828955	0.33184378303843853	0.007725397863942768	0.0077253978639427725	-20342.64460932733	0.0	3.214645330318677
57500	-20355.41047656793	-0.9801750799523745	-20354.430301487977	0.21608147533730376	2009.1869185246628	2.4370540167582506	1.0409043348558236	8.523120815350138	10.005607087868002	0.33520757000006496	0.1921584380436321	0.23960463263551032	0.23302935932079258	0.33184378303843853	0.00875086100360922	0.00875086100360922	-20354.430301487977	0.0	2.6694780990561444
57600	-20356.54250655993	-2.248301932098215	-20354.294204627833	0.21608147533730376	2009.1869185246628	2.4950012564698367	1.018779949930502	8.523120815350138	10.005607087868002	0.33520757000006496	0.1921584380436321	0.23960463263551032	0.23302935932079258	0.33184378303843853	0.0077965592607283285	0.007796559260728323	-20354.294204627833	0.0	0.668228096715821
57700	-20364.915045587222	-2.781607236315107	-20362.133438350906	0.21608147533730376	2009.1869185246628	2.4994820291324062	1.018779949930502	7.243250349381527	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.0077965592607283285	0.0077965592607283345	-20362.133438350906	0.0	0.12126187781775677
57800	-20362.051589495164	-8.820880897404507	-20353.23070859776	0.22249570023283824	2009.180504299767	2.7071863328782246	1.018779949930502	8.95195097999279	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.007571795885717755	0.007571795885717762	-20353.23070859776	0.0	-5.954453154063475
57900	-20350.574392478884	-2.5363905923350636	-20348.038001886547	0.21542543453005758	2009.18757456547	2.5190285016649536	1.018779949930502	11.445560350551816	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.007457364230081297	0.007457364230081295	-20348.038001886547	0.0	0.38166443786349236
58000	-20347.21956510991	-5.421838090164583	-20341.797727019744	0.2183685692024074	2009.1846314307977	2.5788221065013057	1.018779949930502	11.445560350551816	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.007356855135251125	0.007356855135251125	-20341.797727019744	0.0	-2.522110810468971
58100	-20347.916170272158	-9.240563348166946	-20338.67560692399	0.2075232310250986	2009.195476768975	2.586342451936212	0.9339151642743971	5.4966183298524625	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.007356855135251125	0.007356855135251127	-20338.67560692399	0.0	-4.378027987453237
58200	-20346.46697672323	-5.51474569767334	-20340.952231025556	0.2075232310250986	2009.195476768975	2.5692050433307188	0.9303451601167857	8.347191530915431	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.008306819520269652	0.00830681952026965	-20340.952231025556	0.0	-0.3012315613842971
58300	-20348.749792697734	-2.71178750706419	-20346.03800519067	0.2182493919654818	2009.1847506080346	2.5982822888598003	0.9982818793712026	8.347191530915431	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.006958563967218878	0.006958563967218873	-20346.03800519067	0.0	-0.06853805036506455
58400	-20353.66129434481	-4.612371733985736	-20349.048922610822	0.20402178008855898	2009.1989782199114	2.5903794047919213	1.0131044126425082	8.347191530915431	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.0069142213827210275	0.006914221382721027	-20349.048922610822	0.0	-1.8725841904587703
58500	-20350.04107919518	-3.793707870206968	-20346.247371324975	0.20402178008855898	2009.1989782199114	2.542601099491386	1.0131044126425082	8.347191530915431	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.007391687313706685	0.00739168731370668	-20346.247371324975	0.0	-1.010340464211223
58600	-20348.44718293719	-4.694660479107615	-20343.752522458082	0.2068008406104664	2009.1961991593896	2.5665352855520482	1.0131044126425082	8.901983245661551	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.006722615494116912	0.0067226154941169135	-20343.752522458082	0.0	-1.9594094298963647
58700	-20347.71970269159	-5.645830720702316	-20342.073871970886	0.2068008406104664	2009.1961991593896	2.5939697494198364	0.9909932324597256	8.901983245661551	10.005607087868002	0.3374673509048441	0.1921584380436321	0.2373448517307312	0.23302935932079258	0.33184378303843853	0.006742688975550541	0.006742688975550544	-20342.073871970886	0.0	-2.9805494194966755
58800	-20352.056194118904	-6.022285617971869	-20346.033908500933	0.2085460340333554	2009.1944539659667	2.6254186505502926	1.0133632919380469	8.901983245661551	10.005607087868002	0.33980041851017195	0.1865288604519289	0.24064136171710657	0.23302935932079258	0.33184378303843853	0.006686263560858479	0.00668626356085848	-20346.033908500933	0.0	-3.2971502371720867
58900	-20350.76462158217	-7.609538595955527	-20343.155082986214	0.2085460340333554	2009.1944539659667	2.6631571280570094	1.0133632919380469	7.807618334776403	10.005607087868002	0.33980041851017195	0.1865288604519289	0.24064136171710657	0.23302935932079258	0.33184378303843853	0.007904559762174674	0.007904559762174659	-20343.155082986214	0.0	-4.81529370513167
59000	-20353.638389777596	-7.266952650716603	-20346.37143712688	0.2078259760972612	2009.1951740239028	2.6711986836702146	1.0133632919380469	7.807618334776403	10.005607087868002	0.33980041851017195	0.1865288604519289	0.24064136171710657	0.23302935932079258	0.33184378303843853	0.00793194681501075	0.007931946815010743	-20346.37143712688	0.0	-4.4723491787519665
59100	-20352.874029333983	-6.695365222636965	-20346.178664111347	0.2078259760972612	2009.1951740239028	2.6647378338038883	0.9679880611598657	7.807618334776403	10.005607087868002	0.33980041851017195	0.1865288604519289	0.24064136171710657	0.23302935932079258	0.33184378303843853	0.00793194681501075	0.007931946815010747	-20346.178664111347	0.0	-3.510327253343106
59200	-20352.703503558416	-5.44190458636325	-20347.261598972054	0.211763362244138	2009.191236637756	2.6286394486701923	0.9679880611598657	7.807618334776403	10.005607087868002	0.33980041851017195	0.1865288604519289	0.24064136171710657	0.23302935932079258	0.33184378303843853	0.0065263591819706805	0.0065263591819706805	-20347.261598972054	0.0	-2.351552722499035
59300	-20353.335199901205	-8.957402718040129	-20344.377797183166	0.21304779452288833	2009.189952205477	2.654920547285827	0.9305537399335302	7.807618334776403	11.129778362152244	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.33184378303843853	0.006636506067143228	0.006636506067143228	-20344.377797183166	0.0	-3.69811734245315
59400	-20352.343556928696	-9.658969719963512	-20342.684587208732	0.2167186597675278	2009.1862813402324	2.760948458342979	0.974819402774248	7.807618334776403	11.129778362152244	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.2516650506059635	0.006518310746766917	0.006518310746766919	-20342.684587208732	0.0	-6.748491881563993
59500	-20356.10387975426	-9.18960066994967	-20346.91427908431	0.2277533101651649	2009.175246689835	2.741920026455582	0.9781898677222028	6.905784679684821	11.129778362152244	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006409175347915694	0.006409175347915699	-20346.91427908431	0.0	-6.468014427407234
59600	-20353.50045702377	-12.230583729291352	-20341.269873294477	0.2130050293141509	2009.1899949706858	2.7897434092850038	1.0403702171545242	6.905784679684821	11.129778362152244	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006427826054694616	0.0064278260546946145	-20341.269873294477	0.0	-8.901970971257903
59700	-20357.188045462757	-9.864236337579436	-20347.323809125177	0.2256067508428176	2009.1773932491571	2.763715988769707	1.0403702171545242	8.581821706177273	11.129778362152244	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.00712006269488035	0.007120062694880347	-20347.323809125177	0.0	-6.461290553251379
59800	-20350.920306599935	-11.400250146460762	-20339.520056453475	0.2256067508428176	2009.1773932491571	2.8150409090662643	1.0403702171545242	8.581821706177273	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.00712006269488035	0.007120062694880353	-20339.520056453475	0.0	-8.058738233842233
59900	-20354.12568227304	-9.727031753672868	-20344.398650519368	0.2256067508428176	2009.1773932491571	2.770264407200001	0.9880446652269503	8.581821706177273	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006757173754308134	0.0067571737543081255	-20344.398650519368	0.0	-7.178136396662225
60000	-20348.01698253433	-10.502794686465638	-20337.514187847864	0.1999648767643956	2009.2030351232356	2.7138856025495715	0.9880446652269503	7.619548649885599	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006662504807783708	0.006662504807783706	-20337.514187847864	0.0	-7.960933866084306
60100	-20348.22814582489	-10.678984261273998	-20337.549161563617	0.1999648767643956	2009.2030351232356	2.713927341630213	0.9880446652269503	6.566254982135284	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006662504807783708	0.006662504807783714	-20337.549161563617	0.0	-8.14766378933579
60200	-20360.269344964105	-20.92440179971586	-20339.34494316439	0.20744783590153662	2009.1955521640984	2.9697995731487157	1.0757206684234575	6.566254982135284	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.007551129143311466	0.007551129143311466	-20339.34494316439	0.0	-15.628364921684184
60300	-20355.479107960397	-15.544162808220898	-20339.934945152174	0.20817697963907833	2009.194823020361	2.835517381388895	0.9604579373632858	6.566254982135284	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006505583010001096	0.006505583010001099	-20339.934945152174	0.0	-12.343638345540716
60400	-20353.817649296514	-11.611003898090027	-20342.206645398423	0.2055026395836605	2009.1974973604163	2.7472461400247155	0.9604579373632858	7.280152193841914	10.824825538905701	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006218819713258031	0.0062188197132580355	-20342.206645398423	0.0	-8.411430122919194
60500	-20353.63585154383	-11.565020003506381	-20342.070831540324	0.2055026395836605	2009.1974973604163	2.71833019116528	0.9604579373632858	7.3597582972167945	15.730783954249352	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006682018124208513	0.006682018124208506	-20342.070831540324	0.0	-7.5733149712211425
60600	-20348.741581548402	-8.943924991432489	-20339.79765655697	0.20714937102531414	2009.1958506289748	2.654011225133176	0.9604579373632858	8.400320780019602	15.730783954249352	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.006682018124208513	0.0066820181242085094	-20339.79765655697	0.0	-4.930271301780546
60700	-20343.480803606628	-4.695868769672758	-20338.784934836956	0.20050247454870368	2009.2024975254512	2.5743420746817938	1.0361843285408596	8.400320780019602	9.800197632890413	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.007498215620816077	0.007498215620816074	-20338.784934836956	0.0	-1.6289078195364903
60800	-20341.15195285637	-5.911333225385923	-20335.240619630982	0.20050247454870368	2009.2024975254512	2.594801279120133	1.0436578603757733	8.400320780019602	10.581885837570272	0.33980041851017195	0.1865288604519289	0.2470117035339331	0.22665901750396605	0.20325602508633375	0.007404824795205878	0.007404824795205878	-20335.240619630982	0.0	-2.4190218423939807
60900	-20342.0350861262	-8.623590725794276	-20333.411495400407	0.2038898898021488	2009.1991101101978	2.6488380358204484	1.0436578603757733	8.400320780019602	10.581885837570272	0.33980041851017195	0.19203780944950763	0.2470117035339331	0.22115006850638733	0.20325602508633375	0.007227614098836311	0.007227614098836313	-20333.411495400407	0.0	-5.153765581036158
61000	-20342.207498615237	-8.804061626704819	-20333.40343698853	0.19942978674764156	2009.2035702132523	2.6808774822567156	1.0233475946169548	8.400320780019602	10.826127793480804	0.33980041851017195	0.19203780944950763	0.2470117035339331	0.22115006850638733	0.20325602508633375	0.007227614098836311	0.007227614098836315	-20333.40343698853	0.0	-5.974593470835238
61100	-20342.023491963773	-10.546149334754576	-20331.47734262902	0.22829031518718249	2009.1747096848128	2.7704882576326266	1.0233475946169548	7.561384917551488	10.826127793480804	0.33980041851017195	0.19203780944950763	0.2470117035339331	0.22115006850638733	0.20325602508633375	0.0070301631863670735	0.007030163186367073	-20331.47734262902	0.0	-7.755259138047679
61200	-20344.470870343863	-10.80069578739372	-20333.670174556468	0.2275639728659737	2009.175436027134	2.7564668380360886	1.0233475946169548	8.116670210634416	10.826127793480804	0.33980041851017195	0.19203780944950763	0.2470117035339331	0.22115006850638733	0.20325602508633375	0.007052602173448169	0.007052602173448169	-20333.670174556468	0.0	-8.000159170611937
61300	-20340.275174170776	-11.355562680487044	-20328.919611490288	0.21713649267316812	2009.1858635073268	2.7753892259976087	1.0233475946169548	6.927641446946817	10.826127793480804	0.33740438331741124	0.19203780944950763	0.23554387493944856	0.2350139322936326	0.20325602508633375	0.007052602173448169	0.007052602173448169	-20328.919611490288	0.0	-8.570203534501932
61400	-20342.758996389137	-8.79254770496561	-20333.966448684172	0.21014779877880038	2009.1928522012213	2.6554692824137196	1.0396271496024316	6.927641446946817	10.826127793480804	0.33740438331741124	0.19203780944950763	0.23554387493944856	0.2350139322936326	0.20325602508633375	0.0071588698625402805	0.0071588698625402744	-20333.966448684172	0.0	-5.465781593297558
61500	-20346.602248879222	-13.488287750989631	-20333.113961128234	0.2138305766467323	2009.1891694233532	2.7488947879580925	0.9227120633973596	8.152216822150958	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.20325602508633375	0.0066268828019158165	0.006626882801915816	-20333.113961128234	0.0	-7.9401640669991504
61600	-20344.599188905828	-10.18067964547996	-20334.418509260347	0.2138305766467323	2009.1891694233532	2.762688559735155	1.0118682656775857	8.152216822150958	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.20325602508633375	0.0066268828019158165	0.0066268828019158165	-20334.418509260347	0.0	-7.622969124706181
61700	-20337.146147519066	-9.914209596437246	-20327.23193792263	0.2143642966503968	2009.1886357033495	2.763934573717542	1.0118682656775857	8.152216822150958	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.20325602508633375	0.007173873569717266	0.007173873569717265	-20327.23193792263	0.0	-7.315548814671376
61800	-20340.372163604046	-7.10106220320761	-20333.27110140084	0.20496289240581328	2009.1980371075942	2.671699419306395	1.0003019378346814	8.152216822150958	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.20325602508633375	0.006880527270259981	0.006880527270259981	-20333.27110140084	0.0	-4.58907829766258
61900	-20333.552769974092	-7.98528607880571	-20325.567483895287	0.20296527503750678	2009.2000347249625	2.670522393238626	1.0003019378346814	8.152216822150958	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.07114545940160757	0.006948246542808637	0.006948246542808635	-20325.567483895287	0.0	-5.732233209847723
62000	-20342.682973942734	-14.7718898950326	-20327.9110840477	0.20957959261283404	2009.1934204073873	2.7915573334180843	1.0003019378346814	10.578445383196872	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.07198850782446706	0.007590762318099186	0.007590762318099181	-20327.9110840477	0.0	-12.468195456473937
62100	-20338.06342521378	-7.373864102857722	-20330.68956111092	0.1957799134826	2009.2072200865175	2.6226445123109543	1.0003019378346814	8.922190431443042	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.007747597293769244	0.007747597293769236	-20330.68956111092	0.0	-5.064993992677481
62200	-20341.11399352188	-4.775419794060822	-20336.338573727822	0.22206528733270123	2009.1809347126673	2.621929588325899	1.0003019378346814	8.922190431443042	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.007747597293769244	0.00774759729376925	-20336.338573727822	0.0	-2.4664189059415857
62300	-20341.960065807783	-3.8996904487340505	-20338.060375359048	0.22206528733270123	2009.1809347126673	2.608506887951709	1.0014034595415244	8.922190431443042	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.007747597293769244	0.007747597293769239	-20338.060375359048	0.0	-1.5861883427789039
62400	-20339.236053803994	-3.4021452441458235	-20335.83390855985	0.20878520476401527	2009.194214795236	2.6324090818645045	1.0014034595415244	8.532985063147201	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.007747597293769244	0.007747597293769244	-20335.83390855985	0.0	-1.0969107290855729
62500	-20342.29240359171	-3.461693791074379	-20338.830709800633	0.20878520476401527	2009.194214795236	2.609339040343018	1.0038809300191645	8.532985063147201	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.007747597293769244	0.007747597293769245	-20338.830709800633	0.0	-1.1432383783390796
62600	-20347.003859085307	-5.045977163518089	-20341.95788192179	0.21130572775898246	2009.191694272241	2.638422742677033	1.0038809300191645	8.153029192001824	10.826127793480804	0.33740438331741124	0.19153433433168418	0.23554387493944856	0.23551740741145605	0.06257624455790757	0.006509596917414916	0.006509596917414913	-20341.95788192179	0.0	-2.826957137267059
